Using Epoch = 40, Overall Accuracy = 90.40%
Training Time = 66521ms, Testing Time = 306ms
Classification Rate for each digit:
[0: 95.56%,	1: 98.15%,	2: 93.20%,	3: 84.00%,	4: 90.65%,	5: 94.57%,	6: 94.51%,	7: 86.79%,	8: 81.55%,	9: 86.00%,]

Confusion Matrix:
		0		1		2		3		4		5		6		7		8		9
0	[95.56%	0.00%	1.11%	0.00%	0.00%	0.00%	2.22%	0.00%	1.11%	0.00%	]
1	[0.00%	98.15%	0.00%	0.00%	0.93%	0.00%	0.93%	0.00%	0.00%	0.00%	]
2	[0.97%	0.00%	93.20%	0.00%	0.97%	0.00%	0.97%	0.97%	1.94%	0.97%	]
3	[0.00%	0.00%	3.00%	84.00%	0.00%	7.00%	2.00%	4.00%	0.00%	0.00%	]
4	[0.00%	0.00%	2.80%	0.00%	90.65%	0.00%	2.80%	0.93%	0.00%	2.80%	]
5	[2.17%	0.00%	0.00%	1.09%	0.00%	94.57%	1.09%	1.09%	0.00%	0.00%	]
6	[1.10%	1.10%	0.00%	0.00%	0.00%	2.20%	94.51%	0.00%	1.10%	0.00%	]
7	[0.00%	1.89%	5.66%	0.00%	0.94%	0.00%	0.94%	86.79%	0.00%	3.77%	]
8	[0.97%	0.97%	1.94%	4.85%	0.97%	3.88%	2.91%	1.94%	81.55%	0.00%	]
9	[1.00%	0.00%	1.00%	5.00%	5.00%	1.00%	0.00%	1.00%	0.00%	86.00%	]
